Absorption wavelength (nm), Intensity
331.44,0.0124
341.33,0.0018
348.66,0
301.16,0.008
359.42,0
336.76,0.0575
276.94,0.0165
220.65,0.0038
370.69,0.0014
525.48,0.0119
402.02,0.1438
290.14,0.0269
330.42,0.0037
276.23,0.0279
285.07,0.1582
301.92,0.0689
276.55,0.0704
257.78,0.0517
328.16,0.0146
312.9,0.1922
398.17,0.0016
289.82,0.0076
262.33,0.0796
297.48,0.0063
357.92,0.5529
248.04,0.0008
332.17,0.0023
269.59,0.1037
310.19,0.0552
478.3,0.0229
298.4,0.1466
299.48,0.3316
348.94,0.0715
366.6,0
268.16,0.1289
268.98,0.2251
307.33,0.0014
363.91,0.0012
336.09,0.0001
399.58,0.004
218.72,0.0276
250.87,0.0186
224.31,0.0021
343.04,0.001
247.35,0.2146
347.8,0.7432
306.16,0.6073
278.34,0.0104
236.87,0.0034
318.99,0
267,0.0132
421.72,0.071
366.04,0.0931
271.75,0.1317
347.25,0
289.15,0.1938
272.67,0.0007
251.69,0.1211
276.43,0.0029
268.88,0.19
364.18,0.1112
287.84,0.009
338.48,0.0002
253.11,0.0757
301.86,0.4494
259.24,0.0489
363.91,0.0001
397.33,0.0043
316.43,0.0323
255.32,0.0339
256.72,0.0578
255.98,0.0195
250.15,0.0039
311.39,0.7005
262.39,0.0154
356.56,0.0181
329.5,0.0067
243.18,0.0054
341.47,0
270.92,0.0013
372.79,0.0037
345.81,0.1147
374.48,0.0308
286.56,0.0412
309.86,0.0412
268.64,0.2381
269.64,0.1882
308.93,0.0163
378.56,0.0012
263.12,0.0122
300.85,0.2539
283.16,0.0924
429.19,0.0339
232.36,0.0144
276.95,0.0906
257.59,0.0855
294.92,0.0005
299.09,0.0059
349.65,0.0061
264.19,0.0001
246.75,0.019
254.56,0.0007
280.31,0.0784
311.9,0.0115
381.32,0.0182
353.26,0.0852
400.22,0.1468
317.24,0.1814
297.83,0.3895
315.11,0.0318
270.66,0.0363
404.59,0.2105
316.22,0.0176
265.35,0.0019
287.74,0.0015
343.2,0.0116
244.34,0.0016
327.86,0.0143
326.56,0.0209
293.19,0.0362
358.36,0.0164
294.19,0.0509
358.12,0.2437
298.39,0.0016
335.58,0.1232
356.48,0.0005
352.72,0.0016
289.92,0.0219
296.22,0.0015
289.01,0.0078
304.86,0.042
310.14,0.0008
351.78,0.009
299.52,0.3369
362.53,0.3151
288.84,0.1514
267.96,0.0021
309.75,0.1867
281.88,0.0552
285.8,0.0191
253.94,0.0173
256.46,0.0228
378.56,0.0012
287.93,0.1954
346.85,0.6408
300.62,0.376
441.1,0.0023
256.35,0.0097
297.88,0.0974
342.41,0.6623
296.33,0.0002
376.8,0.0047
317.87,0.0122
282.8,0.0918
261.73,0.0055
270.43,0.0477
369.09,0.0459
319.23,0.0248
314.06,0.0059
292.56,0.0705
264.39,0.1201
393.51,0.0009
354.54,0.0018
266.29,0.1233
265.69,0.0049
345.06,0.0076
385.84,0.0054
297.26,0.3671
300.19,0.3607
248.8,0.0011
272.99,0.126
320.54,0.0168
266.32,0.0012
333,0.0003
251.33,0.0195
278.57,0.01
288.76,0.0055
319.02,0.6628
195.48,0
271.27,0.0107
334.37,0.874
296.65,0.1477
264.15,0.1007
341.94,0.1462
253.8,0.1357
291.28,0.1334
292.51,0.0102
359.64,0.0998
292.88,0.0577
359.08,0.028
315.11,0.0318
339.07,0.1002
362.59,0.0026
350.31,0.0453
260.01,0.2575
275.14,0.253
346.41,0.2539
352.28,0.0004
400.01,0.0017
243.18,0.0244
284.72,0.2919
450.32,0.2843
274.93,0.0781
272.04,0.0014
282.92,0.8876
319.69,0.0242
289.09,0.0036
316.96,0.0264
348.22,0.0009
294.84,0.0775
273.31,0.0064
324.62,0.0999
356.58,0.0012
310.64,0.21
327.73,0
285.25,0.5608
318.7,0.1273
308.08,0.4865
241.51,0.0126
266.52,0.0401
328.73,0
286.83,0.0053
258.22,0.0219
327.69,0.0013
402.92,0.0076
343.02,0.001
242.8,0.0059
406.18,0.0001
334.38,0.9633
291.6,0.0149
337.09,0.199
247.52,0.0456
270.8,0.2239
375.63,0.0078
256.8,0.0666
381.67,0.0034
411.02,0.1486
362.27,0.0121
390.74,0.0178
308.04,0.1882
288.61,0.11
260.16,0.0255
279.01,0.0128
255.65,0.0325
273.93,0.0548
275.28,0.0859
350.22,0.5571
276.1,0.0302
378.72,0
297.05,0.5158
324.87,0.0623
299.74,0.0083
386.82,0.0083
276.33,0.2781
292.3,0.0595
244.54,0.0157
313.29,0.0527
259.68,0.0001
361.69,0.3752
277.56,0.005
532.01,0.0004
313.03,0.0046
393.36,0.0052
287.82,0.0868
354.71,0.3535
270.79,0.0102
372.85,0.0011
382.95,0.3895
367.2,0.0032
285.84,0.149
268.51,0.0035
277.32,0.0053
260.41,0.0004
252.95,0.0071
240.37,0.0026
267.76,0.3532
488.99,0.0019
314,0.6894
263.75,0.0218
300.69,0.07
272.66,0.2027
241.34,0.0094
362.01,0.0009
355.61,0.0495
279.15,0.078
303.82,0.0297
276.76,0.0001
274.53,0.1474
373.34,0
392.73,0.0167
334.36,0.0004
269.58,0.3082
307.8,0.1586
299.16,0.4791
293.32,0.0055
329.82,0.0013
346.55,0.2203
463.13,0.2092
325.68,0.005
272.11,0.0269
368.41,0.4228
294.67,0.008
288.04,0.1012
302.44,0.0027
404.14,0.0083
274.68,0.0033
259.43,0.4199
378.06,0.0115
359.29,0.0001
326.31,0.0001
317.47,0.0163
320.39,0.1079
333.95,0
365.17,0.0284
381.05,0.0079
273.24,0.0004
301.51,0.3258
393.37,0.0014
432.55,0.0163
342.57,0.5019
302.06,0.0464
315.21,0.0003
289.23,0.1057
331.77,0.4262
405.95,0.3012
269.56,0.0206
294.74,0.1041
272.13,0.0268
260.69,0.0861
284.38,0.0901
362.83,0.0001
318.3,0.1801
306.84,0.0194
316.08,0.1003
316.48,0.4514
473.26,0.8614
311.81,0.0233
301.05,0.0029
398,0.0032
292.81,0.0243
315.62,0.1778
374.51,0.0009
402.4,0.0006
227.8,0.0011
332.06,0.0141
291.02,0.0406
345.65,0.0064
227.27,0.0149
329.8,0.0049
374.69,0.0001
393.36,0.0014
354.48,0.2888
288.8,0.2314
306.6,0.0552
259.45,0.0209
310.03,0.2135
276.97,0.2893
329.94,0.0515
389.14,0
289.67,0.0039
360.12,0.6548
277.73,0.0448
294.88,0.0036
310.51,0.0403
312.02,0.1381
289.71,0.0204
319.48,0.0042
423.85,0.9666
290.91,0.0682
297.71,0.1474
256.37,0.055
242.99,0.0087
319.06,0.0382
298.31,0.2044
275.52,0.1228
278.39,0.0364
399.39,0
339.12,0.0299
337.61,0.0021
277.05,0.0263
425.94,0
372.42,0.0023
281.72,0.0548
281.05,0.001
364.72,0.0215
452.41,0.0131
329.19,0.0269
332.45,0.4831
365.04,0.1569
340.82,0.0088
410.24,0.8235
249.76,0.0201
610.79,0.0012
288.44,0.1979
343.9,0.0012
271.25,0.1248
280.3,0.0003
350.12,0.1355
444.57,0.0007
260.39,0.0051
244.37,0.0426
315.47,0.4723
301.57,0.0708
363.35,0.2483
310.8,0.2843
312.88,0.1695
333.96,0.0033
387.73,0.031
293.56,0.0641
299.17,0.2589
280.47,0.001
279.14,0.2305
250.6,0.0172
338.78,0.0128
276.24,0.1151
394.52,0.0034
230.52,0.001
331.27,0.0003
384.93,0.0354
290.99,0.0953
359.6,0.0048
251.11,0.014
312.67,0.0082
294.29,0.0057
425.25,0.0265
253.49,0.1616
266.97,0.0879
261.39,0.0012
454.3,0.0001
348.68,0.6105
260.97,0.0063
467.87,0.3047
299.7,0.0647
264.28,0.0296
208.59,0.0008
306.56,0.0161
255.19,0.1642
291.37,0.0104
158.12,0.0003
323.22,0.1669
312.72,0.2293
265.03,0.0027
259.36,0.0001
381.16,0.0024
281.17,0.0967
452.22,0.0256
282.45,0.0019
199.82,0.0009
309.36,0.1803
199.82,0.0009
295.55,0.0007
241.54,0.0044
294.59,0.1411
380.3,0.0143
256.02,0.0049
302.57,0.0048
308.79,0.0196
313.73,0.1396
359.86,0.0289
262.73,0.0279
314.99,0.1582
340.71,0.017
295.93,0.2422
261.82,0.0039
283.22,0.307
409.93,0
302.2,0.0294
362.06,0.3966
298.39,0.0802
306.91,0.606
358.32,0.0003
324.5,0.0001
386.86,0
380.13,0.0017
404.2,0.0311
244.48,0.0079
385.62,0
274.32,0.0295
272.23,0.0763
353.33,0.0007
331.07,0.0001
455.25,0.0002
334.52,0.3062
248.67,0.0315
294.89,0.7486
296.49,0.1196
386,0.1573
340.73,0.0191
234.25,0.0056
346.43,0.0316
275.14,0.0941
326.05,0.9119
304.61,0.0009
292.44,0.0238
325.44,0.0992
377.56,0.4808
289.31,0.5034
276.74,0.1497
299.82,0.1105
406.5,0.015
335.77,0
334.23,0
272.23,0.0437
255.55,0.0132
402.28,0.0012
386.27,0.0208
362.98,0.0007
285.29,0.2568
279.7,0.0108
382,0.003
384.65,0.0745
302.74,0.2263
288.46,0.0045
266.34,0.016
322.79,0
278.65,0
165.62,0.005
288.42,0.0011
326.83,0.0001
379.08,0.1141
340.66,0.0066
369.08,0.5778
263.73,0.0063
351.73,0
340.11,0.2856
287.49,0.025
328.44,0.0016
361.06,0.0613
312.57,0.2702
388.35,0.0689
269.6,0.0058
299.99,0.1102
323.71,0.2095
326.96,0.0015
300.99,0.3363
305.27,0.6131
301.29,0.012
366.6,0.3708
383.27,0.0033
353.04,0.0113
395.94,0
279.98,0.0062
282.76,0.0532
355.5,0.0107
306.54,0.0645
305.99,0.1949
245.07,0.0517
406.87,0.0491
315.26,0.0331
241.65,0.0134
327.73,0.0415
289.02,0.1135
318.34,0.1179
308.89,0.2588
317.46,0.0048
304.89,0.1709
328.18,0.0001
403.71,0
300.91,0.003
385.49,0
287.86,0.0651
310.72,0.0707
280.82,0.1711
318.14,0.0003
353.46,0.1488
296.88,0.5392
330.43,0.7288
190.43,0.0013
307.11,0.0753
263.67,0.0223
317.71,0.0226
303.57,0.1291
259.56,0.0664
313.11,0.0002
289,0.0018
324.67,0
345.28,0.1131
299.07,0.0022
432.7,0.0007
388.19,0.1666
287.82,0.0654
248.66,0.0002
312.6,0.6358
358.97,0.7454
384.82,0.5872
364.1,0.0024
287.34,0.0481
297.53,0.0001
246.68,0.0181
284.57,0.0651
244.52,0.0135
348.13,0.0014
292.17,0.1555
404.91,0.238
310.64,0.0334
253.07,0.0098
332.96,0.0004
306.33,0.1078
337.36,0.0006
270.88,0.1566
239.79,0.0102
391.97,0
297.7,0.0831
267.8,0.7171
243.5,0.0415
312.01,0.0249
326.64,0.0417
428.66,0.0001
305.25,0.0767
313.18,0.0027
297.27,0.0007
279.26,0.2458
337.3,0.4408
312.92,0.3407
238.83,0.01
438.63,0.0057
264.97,0.3754
337.76,0.0527
412.17,0.0003
254.53,0.0132
383.56,0.0941
293,0.0792
277.65,0.0162
250.24,0.0115
314.49,0.1428
352.52,0.2638
274.4,0.0003
263.81,0.0174
360.8,0.8565
306.75,0.4595
372.64,0.0868
335.61,0.0001
264.31,0.1055
263.81,0.0174
254.21,0.0038
264.98,0.0573
203.73,0.0023
318.17,0.048
426.11,0.0001
248.25,0.0355
303.57,0.1291
326.94,0.7066
333.01,0.0116
294.63,0.0033
269.3,0.1952
293.64,0.0188
347.48,0.029
265.29,0.0183
316.21,0.112
418.84,0.0705
341.39,0.1885
199.91,0.0053
419.8,0.0104
340.77,0.0192
301.72,0.0008
377.38,0.0197
276.73,0.1959
528.64,0.0954
288.92,0.1155
307.17,0.0124
464.77,0.0243
522.88,0.0009
280.1,0.2169
299.55,0.2922
330.86,0.0094
251.26,0.0013
414.24,0
264.98,0.0573
314.6,0.0006
381.23,0.4163
281.61,0.04
343.99,0.0014
299.46,0.2159
163.79,0.0012
294.7,0.0587
281.34,0.0859
356.22,0.2317
316.58,0.0642
277.71,0.3466
298.79,0.0076
328.61,0.0042
341.51,0.0014
302.01,0.1405
243.03,0.1289
390.91,0.0193
209.43,0.013
298.65,0.0892
264.31,0.0241
247.46,0.0154
199.19,0.0045
369.92,0.5196
391.61,0.0561
353.77,0.0193
329.14,0.0104
353.56,0.0017
426.36,0.0003
400.56,0.0033
338.88,0.0073
276.95,0.0105
340.25,0.1579
424.45,0.0161
373.12,0.0011
325.38,0.5582
522.88,0.0009
339.7,0.0588
355.61,0.454
343.59,0
277.89,0.2386
411.46,0.1512
289.1,0.1949
350.41,0.0803
420.79,0
346.86,0.0348
426.7,0.4927
359.95,0.074
362.85,0.0985
384.25,1.0118
280.84,0.17
313.73,0.1357
328.59,0
289.23,0.1935
268.21,0.0133
318.95,0.018
311.76,0.0118
386.03,0.0154
416.14,0.1429
396.72,0.0019
304.91,0.0002
507.7,0.0281
256.58,0.1114
307.7,0.3133
361.1,0.1676
329.72,0.0015
335.59,0.0121
273.63,0.5228
320.86,0.1132
259.87,0.0251
395.1,0.0014
425.45,0.007
328.71,0
439.47,0.1587
274.25,0.0014
257.28,0.002
412.58,0.0001
386.04,0.003
310.59,0.0034
435.85,0.2879
294.02,0.0034
347.44,0.5962
289.5,0.1329
270.43,0.2465
316.16,0.7578
270.49,0.0601
261.33,0.0039
340.61,0.0383
386.42,0.0028
351.92,0.0088
335.56,0.0069
346.65,0.0141
339.18,0.0076
388.47,0.3005
255.05,0.0664
261.88,0.0583
295.15,0.2156
323.75,0.1741
305.15,0.0083
343.26,0.0008
403.76,0.0535
274.7,0.0145
245.42,0.0063
272.52,0.7401
329.13,0
391.43,0.3093
292.64,0.0219
305.14,0.0055
268.75,0.0167
304.36,0.0618
350.45,0.0386
455.86,0.1287
343.9,0.0007
424.22,0.0141
316.55,0.0549
357.44,0.1793
326.43,0.0001
307.56,0.0087
283.41,0.0044
281.9,0.0002
367.72,0.0043
326.27,0.0001
265.15,0.1112
362.73,0.2427
277.96,0.0279
366.01,0.2954
350.33,0.0095
429.43,0.0003
267.71,0.0631
400.31,0.0008
387.21,0.022
472.25,0.1056
265.08,0.0027
371.19,0.2876
379.19,0.0004
242.5,0.0392
302.59,0.0033
240.17,0.0124
286.86,0.0744
288.36,0.1937
304.97,0.0112
353.77,0.0193
327.53,0.1701
271.22,0.1164
308.83,0.0137
328.64,0
342.13,0.0085
306.69,0.3152
313.08,0.1211
332.63,0.0006
299.66,0.3669
304.27,0.2305
266.54,0.2469
316.87,0.5292
390.49,0.1983
351.87,0.0092
347.88,0.1587
304.99,0.1706
368.06,0.0026
281.99,0.1723
326.11,0.0006
299.82,0.2058
313.36,0.0873
324.99,0.0991
287.74,0.0094
420.25,0.0031
326.6,0.0001
490.14,0.0033
309.7,0.0031
355.47,0.7253
351.77,0.0011
321.45,0.0001
250.85,0.033
342.85,0.0163
392.19,1.1471
266.31,0.1235
273.3,0.0947
425.91,0.2923
346.72,0.0003
254.57,0.0084
320.61,0.0257
277.35,0.0912
300.73,0.0357
268.77,0.0017
384.04,0
323.95,0.4138
319.57,0.0012
260.55,0.0167
359.36,0.0001
373.39,0.1281
249.55,0.049
245.4,0.003
290.55,0.0025
322.26,0
267.47,0.0867
270.16,0.005
402.83,0.036
266.5,0.0097
270.95,0.0175
322.28,0.0217
309.47,0.084
338.35,0.0023
294.92,0.4176
215.64,0.0103
245.96,0.0579
338.74,0.009
326.2,0.0206
283.16,0.0298
259.5,0.0198
257.42,0.2009
305.53,0.0212
324.92,0.0001
229.47,0.0006
380.95,0.0984
267.21,0.0017
255.67,0.1198
282.93,0.0218
266.72,0.5442
339.19,0.0388
260.74,0.0894
306.97,0.2045
374.54,0.0013
267.93,0.0033
276.39,0.0324
300.5,0.0001
348.87,0.0307
437.96,0.0007
362.75,0.8484
264.1,0.016
339.83,0.1316
274.54,0.0873
229.34,0.0024
361.97,0.1859
293.88,0.1709
292.03,0.002
335.06,0.4887
304.05,0.0114
350,0.1537
325.76,0.0007
229.48,0.0006
295.51,0.0005
354.92,0.347
357.85,0.2142
257.35,0.0203
270.3,0.0028
266.35,0.0486
430.66,0.1207
337.48,0.0057
392.85,0.0017
379.37,0.2521
316.75,0.2097
288.22,0.1486
402.53,0.0001
340.25,0.0126
246.72,0
303.23,0.2939
332.85,0.0016
298.02,0.0005
400.5,0.2859
338.72,0.0183
291.8,0.0143
258.4,0.0821
317.49,0.3325
266.84,0.0016
265.19,0.0227
434.44,0
253.93,0.0218
300.67,0.0028
351.35,0.0717
340.86,0.0042
400.8,0.0203
250.25,0.0143
256.16,0.0079
260.3,0.0023
251.5,0.4315
293.62,0.0201
300.66,0.0562
386.79,0.1148
320.14,0
351.78,0.0498
342.23,0.0063
301.71,0.001
271.54,0.0546
321.27,0.0002
419.98,0.0257
371.94,0.024
292.51,0.1176
265.83,0.0714
314.4,0.1925
312.44,0.1527
321.05,0.4349
343.05,0.0004
401.47,0.0588
366.85,0.0081
373.9,0.0002
308.03,0.0767
240.04,0.0171
248.12,0.0053
303.85,0.001
368.93,0.3238
289.2,0.0404
324.45,0.0007
271.07,0.0029
309.14,0.0014
311.98,0.2234
296.27,0.0008
293.76,0.108
259.98,0.0009
352.03,0.06
292.6,0.0242
337.3,0.2005
283.61,0.0224
330.53,0.2201
281.88,0.0397
340.81,0.0017
297.11,0.3925
427.05,0.0463
273.01,0.0092
361.86,0.0065
257.98,0.02
407.75,0.0437
509.31,0.0279
250.48,0.0172
277.92,0.1018
253.55,0.0584
255.63,0.0998
248.38,0.0144
471.42,0.0135
358.54,0.0319
398.66,0.3498
408.5,0.0003
313.02,0.0008
312.63,0.0328
332.43,0.0005
328.99,0.0001
387.88,0.2367
307.96,0.372
362.69,0.0587
407.2,0.0012
253.27,0.0231
295.32,0.0227
390.97,0.0189
342.51,0.0392
381.26,0.0002
273.16,0.0642
278.01,0.0135
232.14,0.0158
356.21,0.0559
383.63,0
239.47,0.0094
249.76,0.0356
300.5,0.0001
350.16,0.0002
280.23,0.0553
325.18,0.0021
243.64,0.0427
373.26,0.0024
333.74,0.0052
301.32,0.2704
407.84,0.3673
309.55,0.1116
299.86,0.2631
380.42,0.4896
345.29,0.0003
341.56,0.0011
331.13,0.0021
328.51,0.4006
301.02,0.0015
294.21,0.1306
327.21,0.1658
351.18,0.0016
316.95,0.0274
331.46,0.3503
322.26,0
318.21,0.0936
265.89,0.0651
246.21,0.0464
307.83,0.1608
324.64,0.0001
319.39,0.0074
263.69,0.0004
317.71,0.1856
325.08,0.222
287.64,0.0181
399.21,0.014
333.75,0.0152
372.91,0.0051
295.43,0.0148
267.34,0.0087
271.17,0.0035
236.82,0.0065
334.71,0.1876
286.32,0.0008
294.68,0.016
400.91,0.0055
361.69,0.434
291.52,0.1856
424.01,0.0183
292.44,0.0072
314.6,0.3691
436.8,0.0004
285.05,0.2459
442.74,0.1071
260.32,0.1589
428.61,0.0133
330.28,0.0396
282.31,0.0343
286.91,0.0923
248.86,0.0444
252.37,0.0749
238.37,0.0137
394.78,0.0629
350.76,0.0372
248.58,0.0171
292.75,0.1506
352.24,0
355.25,0.1907
275.36,0.0238
311.4,0.1082
360.37,0.0001
242.92,0.0077
439.22,0.4592
352.97,1.27
294.1,0.0224
354.57,0.0396
400.07,0.0209
332.12,0.0937
330.84,0.1914
345.3,0.0003
291.98,0.1918
334.08,0.0055
385.4,0.0625
354,0.0016
330.36,0.2517
264.88,0.0484
257.9,0.0973
368.84,0
439.98,0.0253
350.64,0.0087
292.5,0.2459
308.82,0.044
279.03,0.0303
253.56,0.0922
319.24,0.4976
260.16,0.0007
248.86,0.0015
305.08,0.0138
328.57,0
206.33,0.0041
393.29,0.2199
316.06,0.0826
308.56,0.199
296.95,0.0005
295.75,0.1367
265.94,0.0213
329.4,0.001
491.43,0.0063
238.38,0.0033
256.26,0.0017
322.89,0
315.77,0.0857
596.71,0.0152
260.86,0.0134
310.53,0.0877
377.62,0.0883
330.41,0.1865
377.58,1.0094
386.22,0.0001
291.29,0.1066
316.78,0.0257
361.96,0.006
303.37,0.0536
294.69,0.0136
338.84,0.0018
356.43,0.008
316.45,0.4689
294.47,0.0518
308.26,0.0832
334.94,0.0124
284.21,0.1287
358.32,0.0055
337.08,0.0055
329.8,0.0011
324.46,0
331.57,0.1048
321.34,0.0173
315.92,0.0696
311.22,0.0019
282.19,0.1654
238.63,0.0432
351.09,0.001
239.95,0.0011
389.93,0.0445
330.04,0.0333
319.21,0.0134
298.67,0.009
267.97,0.092
322.06,0
362.76,0.089
227.61,0.0006
279.24,0.0039
247,0.0251
490.31,0.0023
298.33,0.0172
275.37,0.0238
412.18,0.0003
485.11,0.075
251.93,0.059
327.82,0.0709
296.49,0.0185
270.34,0.0035
224.24,0.0019
360.62,0.0002
321.02,0.018
430.03,0.0008
261.44,0.0552
314.9,0.1752
293.14,0.1145
290.17,0.1991
351.14,0.0009
379.42,0.0011
324.91,0.0002
244.52,0.0162
360.62,0.0002
362.44,0.0054
311.81,0.328
307.88,0.0949
314.65,0.1989
303.06,0.0039
464.51,0.0001
356.88,0
285.3,0.0012
334.01,0
333.92,0.0001
288.57,0.0171
306.11,0.0034
285.08,0.2109
474.33,0.0083
329.34,0
279.84,0.257
385.07,0.3526
439.8,0.4107
413.45,0.0195
292.08,0.2112
296.3,0.0386
412.92,0.1972
322.59,0.0006
310.63,1.1214
378.77,0.0005
361.41,0.0001
288.02,0.1808
296.71,0.0004
276.39,0.0417
262.03,0.0269
309.65,0.0008
379.42,0.0011
348.49,0.0073
294.7,0.0044
245.39,0.0294
288.79,0.2009
330.08,0.4434
252.02,0.075
346.11,0.0004
359.09,0.1825
318.49,0.1377
343.71,0.2739
286.8,0.0005
277.96,0.0046
343.42,0.0107
272.23,0.0428
269.74,0.0264
318.89,0.0031
275.49,0.0206
427.43,0.0177
289.59,0.0158
307.83,0.1952
396.05,0.0192
315.26,0.0008
441.99,0.0123
458.39,0.1153
339.08,0.0003
350.83,0.0025
270.04,0.0537
254.15,0.0409
387.67,0.0019
382.51,0.005
302.6,0.055
241.69,0.0093
297.64,0.0873
289.18,0.0131
329.88,0.0927
434.88,0.9168
319.16,0.1326
294.4,0.0351
448.16,0.0003
369.78,0.0019
319.26,0.0003
364.97,0.0447
271.89,0.0258
296.23,0.0003
525.8,0.0045
331.76,0.0248
249.44,0.0117
304.06,0.0592
330.38,0.027
393.6,0.0194
323.35,0
278.49,0.2682
329.62,0
342.96,0.0541
478.27,0.0183
376.84,0.0013
348.63,0.0068
362.94,0.1246
248.29,0.0258
272.23,0.0026
292.76,0.1184
284.64,0.072
335.98,0.0012
349.95,0.0022
284.83,0.1271
331.21,0.0068
288.53,0.1014
267.29,0.0059
372.32,0.0004
291.09,0.223
296.43,0.0283
325.03,0.9754
338.25,0.0031
304.26,0.14
251.88,0.03
262,0.0354
289.58,0.2006
290.08,0.0227
396.87,0.5416
339.56,0.0014
335.4,0.0037
275.26,0.5761
339.33,0.0065
297.28,0.3707
331.85,0.0855
271.68,0.0819
313.18,0.0002
250.37,0.1911
405.91,0.0398
299.93,0.0026
290.9,0.2012
319.57,0.0031
360.92,0.1044
290.73,0.0827
250.86,0.0259
264.25,0.0349
329.66,0.1169
253.6,0.0086
280.06,0.2105
278.04,0.007
362.58,0.0251
222.17,0.0033
286.5,0.0006
237.91,0.0025
277.72,0.0635
308.53,0.0032
371.96,0.0124
296.49,0.1716
360.2,0.0058
274.71,0.0706
292.38,0.1362
361.29,0.0228
348.58,0.0015
348,0.08
328.54,0
386.49,0.0032
286.69,0.0065
307.74,0.0501
336.93,0.0062
262.22,0.0289
332.51,0
284.63,0.0055
186.79,0.0008
360.62,0.1657
246.14,0.0016
361.67,0.1846
309.51,0.2314
192.88,0.0015
298.85,0.068
367.02,0.0019
274.13,0.0153
246.07,0.0298
373.87,0.0013
286.06,0.4974
337.22,0.0026
303.25,0.0028
312.97,0.0338
339.14,0.0066
295.97,0.4554
365.8,0.0026
370.82,0.002
316.97,0.1649
243.14,0.0067
372.08,0.013
290.89,0.0614
285.42,0.1561
341.27,0.0046
376.66,0.0049
287.96,0.0053
433.09,0.6165
298.08,0.1563
271.17,0.0026
474.94,0.0124
292.46,0.2175
299.6,0.0003
329.22,0.1045
330.66,0.6785
315.54,0.2068
343.06,0.0003
292.03,0.0117
526.49,0.0002
291.55,0.1899
278.89,0.0014
237.53,0.0034
315.54,0.2068
372.18,0.0136
282.82,0.2644
244.15,0.0288
332.52,0
316.33,0.0025
300.11,0.0005
265.4,0.0155
412.76,0.0587
333.75,0.0037
314.62,0.0016
288.83,0.2237
319.42,0.0212
378,0.0003
271.63,0.114
347.94,0.1183
368.35,0.0182
319.23,0.0014
228.9,0.0001
245.34,0.0011
258.68,0.0039
259.42,0.0031
261.19,0.1142
228.53,0.0005
397.86,0.0746
249.66,0.0183
330.69,0.0169
289.01,0.0319
355.66,0.0081
310.54,0.0177
307.67,0.0195
292.06,0.1608
328.42,0
379.05,0.0032
328.47,0.0829
261.24,0.1015
322.24,0
269.22,0.0542
275.84,0.0332
239.69,0.0217
284.93,0.0223
390.59,0.0214
241.35,0.0229
290.88,0.1889
334.56,0.0044
325.57,0.1489
356.84,0.1343
245.62,0.0264
257.56,0.0027
313.14,0.0912
402.74,0.002
236.81,0.0023
346.01,0.1385
404.37,0.0112
269.48,0.001
485.38,0.0261
409.3,0.0174
378.4,0.0039
384.33,0.0002
256.23,0.0954
344.26,0.0009
349.55,0.0021
300.28,0.1426
260.08,0.2079
330.37,0.0271
394.69,0.0777
290.02,0.0906
334.04,0.0523
384.34,0.0189
357.48,0.0885
429.01,0.0001
360.91,0.0025
463.18,0.0001
228.49,0.0004
299.59,0.1978
306.19,0.0872
313.12,0.0118
313.17,0.2328
339.17,0.0081
310.99,0.19
425.83,0.0027
273.83,0.0187
388.17,0.0005
293.94,0.1567
327.98,0.0676
272.86,0.0012
380.75,0.0015
381.38,0.1027
360.6,0.0216
273.13,0.1396
276.36,0.0134
285.04,0.2457
474.02,0
308.92,0.0011
428.32,0.0024
276.47,0.0828
290.05,0.0215
254.77,0.0171
558.03,0.0004
300.13,0.0839
266.67,0.0507
306.47,0.0439
347.77,0.3057
350.58,0.0285
310.55,0.1273
347.17,0.4089
282.46,0.0306
332.47,0.0601
286.99,0.0073
333.57,0.0117
291.47,1.0615
272.04,0.0029
321.8,0.0489
281.72,0.1836
292.98,0.1928
314.26,0.1628
273.37,0.0393
233.78,0.0138
288.5,0.175
230.73,0.0004
313.08,0.0347
334.77,0
378.22,0.2164
379.18,0.0031
342.11,0.3766
274.14,0.0257
338.67,0.0189
291.08,0.2212
291.08,0.2081
450.56,0
333.23,0.2602
320.56,0.0002
292.54,0.01
353.08,0.0322
276.19,0.0391
359.44,0.1684
351.74,0.0569
290.7,0.0155
259.49,0.0198
305.82,0.0297
377.96,0.1177
297.63,0.0382
288.21,0.0135
264.79,0.0045
285.95,0.076
338.09,0.0049
364.87,0.0011
366.44,0.0001
309.42,0.0197
371.43,0.0044
782.41,0
333.38,0.0089
259.19,0.0836
318.78,0.0013
294.15,0.1605
271.48,0.0005
377.96,0.1177
306.46,0.0134
290.78,0.2164
558.03,0.0004
295.42,0.004
245.01,0.0428
381.9,0.0001
293.89,0.0477
271.61,0.0294
341.2,0.0296
253.23,0.0232
319.95,0.1084
278.84,0.2192
400.74,0.1265
305.01,0.3728
303.12,0.0147
300.27,0.208
311.67,0.0172
321.38,0.0569
333.91,0.0274
416.83,0.7671
364.89,0.0069
354.45,0.0072
260.3,0.0008
279.62,0.5592
351.64,0.0015
273.85,0.0468
362.51,0.164
357.24,0.5405
305.83,0.2581
263.69,0.0292
369.07,0.0019
300.85,0.1364
249.78,0.0056
303.26,0.1611
271.19,0.0213
291.43,0.2112
321.42,0.5773
389.91,0.036
307.62,0.0029
294.12,0.3247
374.12,0.0051
321.77,0.0001
271.5,0.0012
366.72,0.1094
301.19,0.1141
337.02,0.0004
